ROW,STRATA_ID,SLOPE_CAT,LU_CAT,SLOPE_RANGE,ENV_RANGE,LU_RANGE,clc_level3,clc_level2,clc_level1,LEVEL_LU,ENV_CAT_CODE,ENV_CAT,LULUCF_CODE,LULUCF_DESCRIPTION,LULUCF_CODE_L2,LULUCF_DESCRIPTION_L2
669,193,MODERATE,Artificial_surfaces,"[15, 30]",1,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
670,193,MODERATE,Artificial_surfaces,"[15, 30]",1,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
671,193,MODERATE,Artificial_surfaces,"[15, 30]",1,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
672,194,MODERATE,Non_irrigated_arable_land,"[15, 30]",1,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
673,195,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",1,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
674,196,MODERATE,Rice_fields,"[15, 30]",1,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
675,197,MODERATE,Permanent_crops,"[15, 30]",1,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,PCL,Permanent cropland
676,197,MODERATE,Permanent_crops,"[15, 30]",1,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,PCL,Permanent cropland
677,197,MODERATE,Permanent_crops,"[15, 30]",1,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,PCL,Permanent cropland
678,198,MODERATE,Pasture,"[15, 30]",1,231,Pastures,Pastures,Agricultural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
679,199,MODERATE,Heterogeneous_agro,"[15, 30]",1,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
680,199,MODERATE,Heterogeneous_agro,"[15, 30]",1,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
681,199,MODERATE,Heterogeneous_agro,"[15, 30]",1,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
682,199,MODERATE,Heterogeneous_agro,"[15, 30]",1,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,AFCL,Agroforestry cropland
683,200,MODERATE,Broadleaved_forest,"[15, 30]",1,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
684,201,MODERATE,Coniferous_forest,"[15, 30]",1,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
685,202,MODERATE,Mixed_forest,"[15, 30]",1,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
686,203,MODERATE,Natural_grassland,"[15, 30]",1,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
687,204,MODERATE,Moors_heathland,"[15, 30]",1,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
688,205,MODERATE,Sclerophyllous_veg,"[15, 30]",1,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
689,206,MODERATE,Transitional_woodland_shrub,"[15, 30]",1,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
690,207,MODERATE,Open_spaces_little_no_veg,"[15, 30]",1,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,OL,Other land,OL,Other land
691,207,MODERATE,Open_spaces_little_no_veg,"[15, 30]",1,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,OL,Other land,OL,Other land
692,207,MODERATE,Open_spaces_little_no_veg,"[15, 30]",1,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,OL,Other land,OL,Other land
693,207,MODERATE,Open_spaces_little_no_veg,"[15, 30]",1,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
694,207,MODERATE,Open_spaces_little_no_veg,"[15, 30]",1,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,OL,Other land,OL,Other land
695,208,MODERATE,Wetlands,"[15, 30]",1,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
696,208,MODERATE,Wetlands,"[15, 30]",1,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
697,208,MODERATE,Wetlands,"[15, 30]",1,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
698,208,MODERATE,Wetlands,"[15, 30]",1,422,Salines,Coastal wetlands,Wetlands,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
699,208,MODERATE,Wetlands,"[15, 30]",1,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
700,208,MODERATE,Wetlands,"[15, 30]",1,511,Water courses,Inland waters,Water bodies,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
701,208,MODERATE,Wetlands,"[15, 30]",1,512,Water bodies,Inland waters,Water bodies,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
702,208,MODERATE,Wetlands,"[15, 30]",1,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
703,208,MODERATE,Wetlands,"[15, 30]",1,522,Estuaries,Coastal waters,Water bodies,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
704,208,MODERATE,Wetlands,"[15, 30]",1,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,ALN,Alpine_north,WL,Wetlands,WL,Wetlands
705,209,MODERATE,Artificial_surfaces,"[15, 30]",2,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
706,209,MODERATE,Artificial_surfaces,"[15, 30]",2,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
707,209,MODERATE,Artificial_surfaces,"[15, 30]",2,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
708,209,MODERATE,Artificial_surfaces,"[15, 30]",2,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
709,209,MODERATE,Artificial_surfaces,"[15, 30]",2,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
710,209,MODERATE,Artificial_surfaces,"[15, 30]",2,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
711,209,MODERATE,Artificial_surfaces,"[15, 30]",2,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
712,209,MODERATE,Artificial_surfaces,"[15, 30]",2,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
713,209,MODERATE,Artificial_surfaces,"[15, 30]",2,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
714,209,MODERATE,Artificial_surfaces,"[15, 30]",2,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
715,209,MODERATE,Artificial_surfaces,"[15, 30]",2,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,BOR,Boreal,SL,Settlements,SL,Settlements
716,209,MODERATE,Artificial_surfaces,"[15, 30]",5,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
717,209,MODERATE,Artificial_surfaces,"[15, 30]",5,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
718,209,MODERATE,Artificial_surfaces,"[15, 30]",5,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
719,209,MODERATE,Artificial_surfaces,"[15, 30]",5,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
720,209,MODERATE,Artificial_surfaces,"[15, 30]",5,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
721,209,MODERATE,Artificial_surfaces,"[15, 30]",5,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
722,209,MODERATE,Artificial_surfaces,"[15, 30]",5,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
723,209,MODERATE,Artificial_surfaces,"[15, 30]",5,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
724,209,MODERATE,Artificial_surfaces,"[15, 30]",5,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
725,209,MODERATE,Artificial_surfaces,"[15, 30]",5,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
726,209,MODERATE,Artificial_surfaces,"[15, 30]",5,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ALS,Atlantic_south,SL,Settlements,SL,Settlements
727,210,MODERATE,Non_irrigated_arable_land,"[15, 30]",2,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,ACL,Arable cropland
728,210,MODERATE,Non_irrigated_arable_land,"[15, 30]",5,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,ACL,Arable cropland
729,211,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",2,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,ACL,Arable cropland
730,211,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",5,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,ACL,Arable cropland
731,212,MODERATE,Rice_fields,"[15, 30]",2,213,Rice fields,Arable land,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,ACL,Arable cropland
732,212,MODERATE,Rice_fields,"[15, 30]",5,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,ACL,Arable cropland
733,213,MODERATE,Permanent_crops,"[15, 30]",2,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,PCL,Permanent cropland
734,213,MODERATE,Permanent_crops,"[15, 30]",2,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,PCL,Permanent cropland
735,213,MODERATE,Permanent_crops,"[15, 30]",2,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,PCL,Permanent cropland
736,213,MODERATE,Permanent_crops,"[15, 30]",5,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,PCL,Permanent cropland
737,213,MODERATE,Permanent_crops,"[15, 30]",5,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,PCL,Permanent cropland
738,213,MODERATE,Permanent_crops,"[15, 30]",5,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,PCL,Permanent cropland
739,214,MODERATE,Pasture,"[15, 30]",2,231,Pastures,Pastures,Agricultural areas,SOC_classif,BOR,Boreal,GL,Grassland,GL,Grassland
740,214,MODERATE,Pasture,"[15, 30]",5,231,Pastures,Pastures,Agricultural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
741,215,MODERATE,Heterogeneous_agro,"[15, 30]",2,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,ACL,Arable cropland
742,215,MODERATE,Heterogeneous_agro,"[15, 30]",2,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,ACL,Arable cropland
743,215,MODERATE,Heterogeneous_agro,"[15, 30]",2,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,ACL,Arable cropland
744,215,MODERATE,Heterogeneous_agro,"[15, 30]",2,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,BOR,Boreal,CL,Cropland,AFCL,Agroforestry cropland
745,215,MODERATE,Heterogeneous_agro,"[15, 30]",5,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,ACL,Arable cropland
746,215,MODERATE,Heterogeneous_agro,"[15, 30]",5,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,ACL,Arable cropland
747,215,MODERATE,Heterogeneous_agro,"[15, 30]",5,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,ACL,Arable cropland
748,215,MODERATE,Heterogeneous_agro,"[15, 30]",5,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALS,Atlantic_south,CL,Cropland,AFCL,Agroforestry cropland
749,216,MODERATE,Broadleaved_forest,"[15, 30]",2,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
750,216,MODERATE,Broadleaved_forest,"[15, 30]",5,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
751,217,MODERATE,Coniferous_forest,"[15, 30]",2,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
752,217,MODERATE,Coniferous_forest,"[15, 30]",5,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
753,218,MODERATE,Mixed_forest,"[15, 30]",2,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
754,218,MODERATE,Mixed_forest,"[15, 30]",5,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
755,219,MODERATE,Natural_grassland,"[15, 30]",2,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,GL,Grassland,GL,Grassland
756,219,MODERATE,Natural_grassland,"[15, 30]",5,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
757,220,MODERATE,Moors_heathland,"[15, 30]",2,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,GL,Grassland,GL,Grassland
758,220,MODERATE,Moors_heathland,"[15, 30]",5,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
759,221,MODERATE,Sclerophyllous_veg,"[15, 30]",2,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,GL,Grassland,GL,Grassland
760,221,MODERATE,Sclerophyllous_veg,"[15, 30]",5,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
761,222,MODERATE,Transitional_woodland_shrub,"[15, 30]",2,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
762,222,MODERATE,Transitional_woodland_shrub,"[15, 30]",5,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
763,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",2,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
764,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",2,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
765,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",2,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
766,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",2,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
767,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",2,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
768,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",5,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
769,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",5,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
770,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",5,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
771,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",5,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
772,223,MODERATE,Open_spaces_little_no_veg,"[15, 30]",5,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
773,224,MODERATE,Wetlands,"[15, 30]",2,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
